,Source,Target,Type,Id,Label,timeset,Weight,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,date,link,tweet,before/after,target,source
105,FdoToaquizaV,FAlvaradoE,Directed,112,,,1,4537,1862,1862,2017-09-17,"('FdoToaquizaV', 'FAlvaradoE')",rt @marcoyaguachi77: @falvaradoe @martinminguchi tu también cállate lambon,,FAlvaradoE,FdoToaquizaV
106,FdoToaquizaV,Martinminguchi,Directed,113,,,1,4538,1863,1863,2017-09-17,"('FdoToaquizaV', 'Martinminguchi')",rt @marcoyaguachi77: @falvaradoe @martinminguchi tu también cállate lambon,,Martinminguchi,FdoToaquizaV
107,conciencia_pr,wallyperez,Directed,114,,,1,4581,1906,1906,2017-09-17,"('conciencia_pr', 'wallyperez')","rt @wallyperez: clases suspendidas, mediodía a empleados públicos, ferreterías y supermercados están llenos. #maria",,wallyperez,conciencia_pr
108,DolmaPr,UPRA_Oficial,Directed,115,,,1,4663,1988,1988,2017-09-17,"('DolmaPr', 'UPRA_Oficial')","rt @upra_oficial: #uprainforma ante el inminente paso de la #tormentatropicalmaria, se cancelan las labores académicas para mañana lu…",,UPRA_Oficial,DolmaPr
109,JannyMir,lm_921,Directed,116,,,2,56382,291,291,2017-10-05,"('JannyMir', 'lm_921')",rt @lm_921: no hagan donaciones a unidos por pr esa ayuda no está llegando mucha foto y la gente no tiene ni agua!! las fotos son propagand…,,lm_921,JannyMir
110,JannyMir,LaPelucaDeOlivo,Directed,117,,,1,4688,2013,2013,2017-09-17,"('JannyMir', 'LaPelucaDeOlivo')","rt @lapelucadeolivo: 17/sept/2017: 60,000 abonados sin luz...y viene maría. tienen derecho a insultar/estar aborrecíos/mentar madres. no se…",,LaPelucaDeOlivo,JannyMir
111,Natmelendez5,coachbruno10,Directed,119,,,1,4706,2031,2031,2017-09-17,"('Natmelendez5', 'coachbruno10')","rt @coachbruno10: ojalá se entienda que un coach es el que piensa, no un fanatico mas!
si a caso algun grito en las practicas https://t.co/…",,coachbruno10,Natmelendez5
112,mguindin,AradiaMoon_,Directed,120,,,1,4819,2144,2144,2017-09-17,"('mguindin', 'AradiaMoon_')",@aradiamoon_ entra por guayama y sale por aguadilla como cat. 3,,AradiaMoon_,mguindin
113,PRClimate,JohnMoralesNBC6,Directed,121,,,3,38564,2052,2051,2017-09-28,"('PRClimate', 'JohnMoralesNBC6')","rt @johnmoralesnbc6: ustedes sin luz, debí haber estado haciendo esto hace tiempo:

puesta del sol 6:15 hoy en pr
salida mañana 6:14

57% d…",,JohnMoralesNBC6,PRClimate
114,gabotwr,atabey_pr,Directed,122,,,1,4884,2209,2209,2017-09-17,"('gabotwr', 'atabey_pr')",@atabey_pr oye! no es que no salgan o que no se preparen. es que salen en estampida a crear caos.,,atabey_pr,gabotwr
115,AnalizMateo,GlennMonroig,Directed,123,,,1,5023,2348,2348,2017-09-17,"('AnalizMateo', 'GlennMonroig')","rt @glennmonroig: que pasa con nosotros,estos tipos se juegan la vida todos los dîas tal vez no tienen luz tampoco en sus hogares pon…",,GlennMonroig,AnalizMateo
116,benny_javieer,ariana_aracelys,Directed,124,,,1,5094,2419,2419,2017-09-17,"('benny_javieer', 'ariana_aracelys')",rt @ariana_aracelys: yo no quiero estar sin luz otra vez ☹️☹️☹️☹️,,ariana_aracelys,benny_javieer
117,daneirism,jlgerman,Directed,125,,,3,20990,1571,1569,2017-09-22,"('daneirism', 'jlgerman')",rt @jlgerman: todo lo que cayó en las montañas se reflejará en los próximos días en las partes bajas..o sea mas inundaciones por efectos hi…,,jlgerman,daneirism
118,CetyT,ronaldcordova,Directed,126,,,1,5286,2611,2611,2017-09-17,"('CetyT', 'ronaldcordova')",rt @ronaldcordova: #serviciosocial #ayudaaencontrarlo mis panas esto urgente dar rt https://t.co/4uiwbipzrz,,ronaldcordova,CetyT
120,torque2punto0,wuitus63pi,Directed,128,,,1,5656,2981,2981,2017-09-17,"('torque2punto0', 'wuitus63pi')","rt @wuitus63pi: @rctvenlinea hay un dicho muy sabio que reza así ""que no sepa la mano izquierda lo que hace la derecha"", ayudar no…",,wuitus63pi,torque2punto0
121,RochaAldape,luciasantacruz0,Directed,129,,,1,5671,2996,2996,2017-09-17,"('RochaAldape', 'luciasantacruz0')","rt @luciasantacruz0: si dios te esta haciendo esperar, preparate para recibir mas de lo que pediste💞❗😁",,luciasantacruz0,RochaAldape
124,JannyMir,MrTonitas,Directed,132,,,1,5830,157,157,2017-09-18,"('JannyMir', 'MrTonitas')",rt @mrtonitas: $72 billones en deuda y a ningún gobernante se le ocurrió ponerle motores a este pedacito de tierra rodeado de agua…,,MrTonitas,JannyMir
125,atam1era,javierbarrabes,Directed,133,,,1,5921,248,248,2017-09-18,"('atam1era', 'javierbarrabes')",rt @javierbarrabes: hay personas que simulan que te quieren ayudar. https://t.co/vmczrafues,,javierbarrabes,atam1era
126,Alguienmas77,AP_Noticias,Directed,134,,,1,5945,272,272,2017-09-18,"('Alguienmas77', 'AP_Noticias')","rt @ap_noticias: huracán maría azota con vientos ""despiadados"" la isla de dominica https://t.co/lnwrroa1i8",,AP_Noticias,Alguienmas77
127,Jkrodelo,NASAHurricane,Directed,135,,,1,6084,411,411,2017-09-18,"('Jkrodelo', 'NASAHurricane')","josé, maría, otis, norma y lee a esta hora en el atlántico y pacífico. vía @nasahurricane https://t.co/zogzfbukyd",,NASAHurricane,Jkrodelo
128,SabinaHuapaya,karlamonroig,Directed,137,,,2,15482,2625,2619,2017-09-20,"('SabinaHuapaya', 'karlamonroig')","rt @karlamonroig: 💔mi pueblo, mi gente, guayama 💔 saldremos de esta y nos haremos más fuertes con la ayuda de… https://t.co/9rerqflsnn",,karlamonroig,SabinaHuapaya
129,monysalas13,sergioulloa1,Directed,138,,,1,6156,483,483,2017-09-18,"('monysalas13', 'sergioulloa1')","rt @sergioulloa1: gobierno socialista de maduro llama a comerse los conejos, por escasez de alimentos. antes de votar por un socialis…",,sergioulloa1,monysalas13
130,aneuroma,_hacheerre,Directed,139,,,1,6226,553,553,2017-09-18,"('aneuroma', '_hacheerre')",rt @_hacheerre: de luz. https://t.co/py2fg8ggs7,,_hacheerre,aneuroma
131,kyra_chica,gilgonzalez,Directed,140,,,1,6245,572,572,2017-09-18,"('kyra_chica', 'gilgonzalez')",rt @gilgonzalez: @eltiempo se prepara xa la mermelada electoral. califica a santos de líder mundial. ni de propietarios de anapoima es líde…,,gilgonzalez,kyra_chica
132,kyra_chica,ELTIEMPO,Directed,141,,,1,6246,573,573,2017-09-18,"('kyra_chica', 'ELTIEMPO')",rt @gilgonzalez: @eltiempo se prepara xa la mermelada electoral. califica a santos de líder mundial. ni de propietarios de anapoima es líde…,,ELTIEMPO,kyra_chica
133,aguapatucate,angely_0108,Directed,143,,,1,6357,684,684,2017-09-18,"('aguapatucate', 'angely_0108')","rt @angely_0108: boletín 11:00 pm: ""maría entrará a puerto rico como huracán categoría 4 con vientos de 140 mph. podría dejar daños…",,angely_0108,aguapatucate
134,JannyMir,ivettesosaT2,Directed,144,,,1,6383,710,710,2017-09-18,"('JannyMir', 'ivettesosaT2')",rt @ivettesosat2: resodentes d 4 comunidades vega baja estan preocupados pq dicen q #maria inundara sus casas. cdo georges agua d cañ…,,ivettesosaT2,JannyMir
135,gjmacareo,preparaflia,Directed,145,,,1,6385,712,712,2017-09-18,"('gjmacareo', 'preparaflia')","@preparaflia luego,salen a votar por el psuv las muy pendejas...,y saldrán luego diciendo las ""bondades"" de tener p… https://t.co/ljafkjll6h",,preparaflia,gjmacareo
136,daneirism,LunaZoila,Directed,146,,,1,6444,771,771,2017-09-18,"('daneirism', 'LunaZoila')","rt @lunazoila: si cogiera prestado cada préstamo que me otorgan, cada plan o cada tarjeta que me ofrecen, pagaría desde las rejas. ayuda @p…",,LunaZoila,daneirism
137,daneirism,P,Directed,147,,,1,6445,772,772,2017-09-18,"('daneirism', 'P')","rt @lunazoila: si cogiera prestado cada préstamo que me otorgan, cada plan o cada tarjeta que me ofrecen, pagaría desde las rejas. ayuda @p…",,P,daneirism
138,daneirism,GloriaCeballos7,Directed,148,,,1,6448,775,775,2017-09-18,"('daneirism', 'GloriaCeballos7')","rt @gloriaceballos7: maría es ya un huracán categoría 4 con vientos máximos sostenidos de 215kph,mantiene movimiento hacia el oeste/noro…",,GloriaCeballos7,daneirism
139,Alguienmas77,ElDigitalMexico,Directed,149,,,1,6501,828,828,2017-09-18,"('Alguienmas77', 'ElDigitalMexico')","rt @eldigitalmexico: en #dominica maría categoría 5 empieza a arrancar de cuajo árboles,  palmeras y destruye viviendas #hurricanemaria…",,ElDigitalMexico,Alguienmas77
140,Alguienmas77,Ric_Matos96,Directed,150,,,1,6505,832,832,2017-09-18,"('Alguienmas77', 'Ric_Matos96')",rt @ric_matos96: ahora: ojo del huracán #maria acaba de tocar tierra en dominica. posee vientos de 260kmph y rachas de hasta 320kmph (un ca…,,Ric_Matos96,Alguienmas77
141,JdsgVEF16,MrsDeGales,Directed,151,,,1,6512,839,839,2017-09-18,"('JdsgVEF16', 'MrsDeGales')","rt @mrsdegales: doy gracias a dios por poder preparar cualquier comida que mis hijos me piden, no imagino la angustia de decirles ""no hay e…",,MrsDeGales,JdsgVEF16
142,floralba1965,jespinozaef,Directed,152,,,1,6580,907,907,2017-09-18,"('floralba1965', 'jespinozaef')","rt @jespinozaef: @mashirafael @el_telegrafo ni para madurar aguacates

#prensacorrupta",,jespinozaef,floralba1965
143,floralba1965,el_telegrafo,Directed,154,,,1,6582,909,909,2017-09-18,"('floralba1965', 'el_telegrafo')","rt @jespinozaef: @mashirafael @el_telegrafo ni para madurar aguacates

#prensacorrupta",,el_telegrafo,floralba1965
144,EsperanzaDePR,primerahora,Directed,155,,,1,6608,935,935,2017-09-18,"('EsperanzaDePR', 'primerahora')",rt @primerahora: gobierno insta a prepararse para el inminente paso de maría https://t.co/wesg1q3bbb https://t.co/scmkjfwwyy,,primerahora,EsperanzaDePR
145,Jcmartinez02,LILLIANPENA,Directed,156,,,1,6787,1114,1114,2017-09-18,"('Jcmartinez02', 'LILLIANPENA')",rt @lillianpena: aguacero con tronadas como nunca en mao valverde @jeansuriel @coe_rd https://t.co/kd22svjot4,,LILLIANPENA,Jcmartinez02
146,Jcmartinez02,JeanSuriel,Directed,157,,,3,18529,2164,2164,2017-09-21,"('Jcmartinez02', 'JeanSuriel')","rt @jeansuriel: 🔴atentos🔴
ascienden a 1,879 las personas albergadas en la provincia maría trinidad sánchez. inundaciones severas en…",,JeanSuriel,Jcmartinez02
147,Jcmartinez02,COE_RD,Directed,158,,,2,13796,939,936,2017-09-20,"('Jcmartinez02', 'COE_RD')",rt @coe_rd: población debe mantenerse atentos a las #alertacoe que se publican desde este centro de operaciones de emergencias. #huracanmar…,,COE_RD,Jcmartinez02
148,Jcmartinez02,ArisP80,Directed,159,,,1,6794,1121,1121,2017-09-18,"('Jcmartinez02', 'ArisP80')","rt @arisp80: un tremendo  aguacero en mao valverde, granizo, rayos y viento en estos momentos  @jeansuriel @adamjwx…",,ArisP80,Jcmartinez02
149,Jcmartinez02,AdamJWx,Directed,161,,,1,6796,1123,1123,2017-09-18,"('Jcmartinez02', 'AdamJWx')","rt @arisp80: un tremendo  aguacero en mao valverde, granizo, rayos y viento en estos momentos  @jeansuriel @adamjwx…",,AdamJWx,Jcmartinez02
151,AnalizMateo,JorgeGelpi,Directed,163,,,2,51809,1473,1472,2017-10-03,"('AnalizMateo', 'JorgeGelpi')","rt @jorgegelpi: ¡cuánta humillación! y todavía varios políticos en vez de aprovechar para exigir ayuda, farandulean con un ""photo opportuni…",,JorgeGelpi,AnalizMateo
152,1Fashionisima,JesusAlvelo,Directed,164,,,1,6860,1187,1187,2017-09-18,"('1Fashionisima', 'JesusAlvelo')","rt @jesusalvelo: 1) guarde agua, busque sus medicamentos y tenga efectivo en mano
2) compre hacha, machete y gas
3) no salga afuera bajo el…",,JesusAlvelo,1Fashionisima
153,maricelita01,Gabriela979,Directed,165,,,1,6889,1216,1216,2017-09-18,"('maricelita01', 'Gabriela979')","rt @gabriela979: ayudanos a ayudar al general vivas,mi papá,verdadero soldado venezolano q aún desd la cárcel y muy lesionado,sigue…",,Gabriela979,maricelita01
154,JaniceNegronAlm,DAVILACOLON,Directed,166,,,1,6925,1252,1252,2017-09-18,"('JaniceNegronAlm', 'DAVILACOLON')",rt @davilacolon: preparense mental y fisicamente a estar semanas y semanas sin luz.,,DAVILACOLON,JaniceNegronAlm
155,sierradedorado7,WKAQ580,Directed,167,,,1,6936,1263,1263,2017-09-18,"('sierradedorado7', 'WKAQ580')","rt @wkaq580: el gobernador, ricardo rosselló
insiste en que las personas que viven en zonas inundables deben moverse a un refugio #rdclaro",,WKAQ580,sierradedorado7
156,AlPuntoFL,UniNoticias,Directed,168,,,4,24635,2497,2497,2017-09-23,"('AlPuntoFL', 'UniNoticias')","rt @uninoticias: si puedes ayudarnos a encontrar a personas en #puertorico, participa aquí 👉 https://t.co/hrsc4pekgl #practivate https://t.…",,UniNoticias,AlPuntoFL
157,AdrianaAtenci13,adry_citta,Directed,169,,,1,6969,1296,1296,2017-09-18,"('AdrianaAtenci13', 'adry_citta')","rt @adry_citta: #difundir, niño perdido sordo y especial. información en la tienda de animales pata pata de santa mónica…",,adry_citta,AdrianaAtenci13
158,9_Tromba,Meteovargas,Directed,170,,,1,7060,1387,1387,2017-09-18,"('9_Tromba', 'Meteovargas')","rt @meteovargas: huracán maria cambiando patrón de vientos en ven. nubes de evolución en región sur, zonas de nororiente. otras norc…",,Meteovargas,9_Tromba
159,mgfloresa28,pacorodriguez,Directed,171,,,1,7099,1426,1426,2017-09-18,"('mgfloresa28', 'pacorodriguez')",rt @pacorodriguez: en motos se roban la ayuda en #juchitan https://t.co/fnckrqwq5m,,pacorodriguez,mgfloresa28
160,gabotwr,lolarenegada,Directed,172,,,1,7144,1471,1471,2017-09-18,"('gabotwr', 'lolarenegada')",rt @lolarenegada: esta es una buena semana para que compartan sus recetas hechas con productos enlatados/no perecederos.,,lolarenegada,gabotwr
161,JannyMir,YanieYampier,Directed,174,,,5,67226,2774,2774,2017-10-08,"('JannyMir', 'YanieYampier')","rt @yanieyampier: llevan casi tres semanas “tratando” de llevarle comida y agua a la gente y ha sido un desastre. 
suerte ahí con la limpie…",,YanieYampier,JannyMir
162,EsperanzaDePR,fortalezapr,Directed,175,,,2,26430,1516,1513,2017-09-24,"('EsperanzaDePR', 'fortalezapr')","rt @fortalezapr: ayer llegaron primeros cargamentos de @fema 1 millón de litros de agua, sobre 30 generadores y catres para refugiados. @ri…",,fortalezapr,EsperanzaDePR
163,FdoToaquizaV,PilarRomeroe,Directed,177,,,1,7250,1577,1577,2017-09-18,"('FdoToaquizaV', 'PilarRomeroe')","rt @pilarromeroe: #traidorleninennewyork
la militancia en new york preparándose para recibir al pte. moreno.",,PilarRomeroe,FdoToaquizaV
164,GUARETO1,NotiUno,Directed,178,,,2,71598,1431,1431,2017-10-10,"('GUARETO1', 'NotiUno')",rt @notiuno: vídeo: representante pnp denuncia alegadamente alcaldesa de san juan rechaza ayuda del gobernador…,,NotiUno,GUARETO1
165,GUARETO1,regcoral,Directed,179,,,1,7309,1636,1636,2017-09-18,"('GUARETO1', 'regcoral')","rt @regcoral: #maría ahora con vientos sostenidos de 110mph, moviéndose hacia el oeste-noroeste a unas 12mph...",,regcoral,GUARETO1
166,mmmade18,Omar1101,Directed,180,,,1,7313,1640,1640,2017-09-18,"('mmmade18', 'Omar1101')","rt @omar1101: gente que no tenga luz, tengo dos plantas eléctricas aquí en casa que no estoy usando. el que necesite una que vaya a sears y…",,Omar1101,mmmade18
167,pietrirobert,primerahora,Directed,181,,,1,7320,1647,1647,2017-09-18,"('pietrirobert', 'primerahora')",rt @primerahora: boletín de las 8 am: huracán maría aumenta a categoría dos con vientos sostenidos de 110 mph https://t.co/qujeyyuedk https…,,primerahora,pietrirobert
170,Lyliane_M,CNNEE,Directed,185,,,10,71041,874,874,2017-10-10,"('Lyliane_M', 'CNNEE')",rt @cnnee: ricky martin regresa a puerto rico con siete toneladas de ayuda para los damnificados por el huracán maría…,,CNNEE,Lyliane_M
171,gjdrya,CNNEE,Directed,186,,,1,7372,1699,1699,2017-09-18,"('gjdrya', 'CNNEE')","rt @cnnee: última hora 
trump dice que ee.uu. está preparado para tomar más acciones contra venezuela https://t.co/ogc9yy3wfb",,CNNEE,gjdrya
172,SilviaP67586661,kattysalerno,Directed,187,,,1,7396,1723,1723,2017-09-18,"('SilviaP67586661', 'kattysalerno')",rt @caraotadigital: en situación crítica 120 familias de #elcigarral por falta de agua desde hace cuatro días /vía @kattysalerno  https://t…,,kattysalerno,SilviaP67586661
173,UnivisionPR,ricardorossello,Directed,188,,,1,7406,1733,1733,2017-09-18,"('UnivisionPR', 'ricardorossello')",el gobernador @ricardorossello exime del ivu la venta de alimentos preparados desde el jueves hasta el domingo.,,ricardorossello,UnivisionPR
174,AnalizMateo,NoticentroWAPA,Directed,189,,,2,57985,1894,1892,2017-10-05,"('AnalizMateo', 'NoticentroWAPA')",rt @noticentrowapa: atentos a presunto robo de ayuda para damnificados https://t.co/klkpevhtwt https://t.co/rrbwlhhyzg,,NoticentroWAPA,AnalizMateo
175,AnalizMateo,VoceroPR,Directed,190,,,2,39177,13,13,2017-09-29,"('AnalizMateo', 'VoceroPR')",rt @melissaivelise: alcalde dorado denuncia no hay agua en ese pueblo y otros del norte por falta diesel @voceropr,,VoceroPR,AnalizMateo
176,AnalizMateo,RicardoEladio,Directed,191,,,1,7432,1759,1759,2017-09-18,"('AnalizMateo', 'RicardoEladio')",rt @ricardoeladio: gobernador anuncia que no habrá ivu en alimentos procesados desde jueves a domingo. #maríapr,,RicardoEladio,AnalizMateo
177,AnalizMateo,WKAQ580,Directed,192,,,3,58925,6,6,2017-10-06,"('AnalizMateo', 'WKAQ580')",rt @wkaq580: infectóloga advierte sobre incremento de enfermedades gastrointestinales debido al  uso indebido de las plantas generadoras. #…,,WKAQ580,AnalizMateo
178,maritzaaceved11,atahualpa2384,Directed,193,,,1,7447,1774,1774,2017-09-18,"('maritzaaceved11', 'atahualpa2384')","rt @atahualpa2384: países entre los más corruptos del mundo, con gobiernos ladrones y que tienen aguantando hambre al pueblo expulsan…",,atahualpa2384,maritzaaceved11
179,Militza66,ramonluisrivera,Directed,194,,,1,7539,1866,1866,2017-09-18,"('Militza66', 'ramonluisrivera')","rt @ramonluisrivera: oasis para los 6 sectores que estan sin agua carr. 812 frente a brisas de buenos aires, montellano, barrio nuevo frent…",,ramonluisrivera,Militza66
180,torque2punto0,elpoliticonews,Directed,195,,,1,7566,1893,1893,2017-09-18,"('torque2punto0', 'elpoliticonews')",rt @elpoliticonews: ¡el caos total! zulianos no consiguen efectivo para comprar alimentos  https://t.co/uu8xaoenpg https://t.co/qbd8jlo1ik,,elpoliticonews,torque2punto0
181,WetterKontor,NWSSanJuan,Directed,197,,,2,29097,1389,1389,2017-09-25,"('WetterKontor', 'NWSSanJuan')","rt @nwssanjuan: actual situation of doppler radar after hurricane maría. 
situación actual del radar doppler luego del paso del hur…",,NWSSanJuan,WetterKontor
186,Jcmartinez02,onamet,Directed,202,,,2,14372,1515,1512,2017-09-20,"('Jcmartinez02', 'onamet')",rt @hospjuanboschrd: .@onamet cono de trayectoria pronosticada. 09:00am.ojo de maría sobre puerto rico.vientos max. sostenidos de 240 kp…,,onamet,Jcmartinez02
187,carloscppbs,AbreuReport,Directed,203,,,1,7908,2235,2235,2017-09-18,"('carloscppbs', 'AbreuReport')","rt @abreureport: #ahora: nueva trayectoria del potencialmente catastrófico #huracanmaria camino a #puertorico, preparados para recib…",,AbreuReport,carloscppbs
188,LimonActivo,asanchez48,Directed,205,,,1,7949,2276,2276,2017-09-18,"('LimonActivo', 'asanchez48')","rt @maracayactiva: via @asanchez48:  aragua un reflejo de la indolencia gubernamental: problemas de agua, luz, gas,tlfs fijos y señal de ab…",,asanchez48,LimonActivo
190,EmiBertachini,aries_hn,Directed,207,,,1,7969,2296,2296,2017-09-18,"('EmiBertachini', 'aries_hn')",rt @aries_hn: un natural optimismo y confianza en sí mismos les ayudan a superar las dificultades a las que se enfrentan. #aries,,aries_hn,EmiBertachini
191,SuperMackey25,MASCOTASDECALLE,Directed,209,,,1,8008,2335,2335,2017-09-18,"('SuperMackey25', 'MASCOTASDECALLE')","rt @mascotasdecalle: irse del país porque ""aquí está terrible"", pero dejar a tu mascota abandonada te parece lógico? sin casa, sin comida,…",,MASCOTASDECALLE,SuperMackey25
192,AnalizMateo,dacoatufavor,Directed,210,,,1,8027,2354,2354,2017-09-18,"('AnalizMateo', 'dacoatufavor')",@dacoatufavor @mpierluisi caja botellitas agua a$10.99 https://t.co/8vreodeazd,,dacoatufavor,AnalizMateo
193,AnalizMateo,mpierluisi,Directed,211,,,1,8028,2355,2355,2017-09-18,"('AnalizMateo', 'mpierluisi')",@dacoatufavor @mpierluisi caja botellitas agua a$10.99 https://t.co/8vreodeazd,,mpierluisi,AnalizMateo
195,JaniceNegronAlm,Ericpr40,Directed,214,,,2,58921,2,2,2017-10-06,"('JaniceNegronAlm', 'Ericpr40')","rt @ericpr40: ayuda federal : necesitamos más ..nos lo merecemos !

estadidad : no lo necesitamos ..no nos quieren ..somos grandes

#logica…",,Ericpr40,JaniceNegronAlm
196,ELLMGR80,Neoadolfo,Directed,215,,,1,8418,2745,2745,2017-09-18,"('ELLMGR80', 'Neoadolfo')","rt @neoadolfo: nos van preparando. ya hay globos de ensayo aquí y allá.

creo que hay sectores convencidos de que hay que reconocer y cohab…",,Neoadolfo,ELLMGR80
197,Si_Ri_,AEEONLINE,Directed,216,,,1,8494,2821,2821,2017-09-18,"('Si_Ri_', 'AEEONLINE')","mira @aeeonline, otra vez el bo. hato nuevo de guaynabo sin luz. eso no se hace chico 😭",,AEEONLINE,Si_Ri_
198,AnalizMateo,Patty_diFussa,Directed,217,,,1,8522,2849,2849,2017-09-18,"('AnalizMateo', 'Patty_diFussa')","rt @patty_difussa: y justo cuando le prometieron a guaynabo y san juan que tendrían luz para el martes, anuncian que maría llegará el miérc…",,Patty_diFussa,AnalizMateo
